Indnum,Group,Activity,Units,Consumption,Quality_of_Life_Importance__1_10,solar_powered__water_heater,gas_water_heater,electric_water_heater___peak_hou,electric_water_heater___off_peak,gas,natural_gas,hybrid,electric___peak_hours,electric___off_peak_hours,jetfuel
842,3,use of  oven,count,9,36,,,,,,,,,1,
842,3,use of self-clean feature of electric oven,count,3,17,1,,,,,,,,,
842,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
842,4,TV/computer use,count,61,25,,,,,,,,,,
842,5,air travel - large plane,miles,2906,42,,,,,,,,,,
842,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
842,5,car trips- self only,miles,404,47,,,,,1,,,,,
842,5,car trips - driver and self,miles,12,33,,,,,1,,,,,
842,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
842,5,trips using public ground transportation,bags,12,46,,,,,,,,,,
842,6,bags of garbage disposed,bags,22,46,,,,,,,,,,
842,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
842,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
842,6,hazardous or electric items disposed,bags,3,,,,,,,,,,,
842,6,large items disposed,items,,17,,,,,,,,,,
843,1,Household heating => 70F,hours,7,71,,,,,,1,,,,
843,1,Household heating < 70F,hours,4,62,,,,,,1,,,,
843,1,Use of heat pump,hours,,54,,,,,,,,,,
843,1,Use of air conditioner,hours,18,38,,,,,,,,,,
843,2,shower - short,count,4,95,,,,,,,,,,
843,2,shower - long (> 3 min),count,27,84,,,,1,,,,,,
843,2,bath,count,,11,,,,,,,,,,
843,2,wash-up,count,40,24,,,,,,,,1,,
843,3,use of dishwasher,count,,20,1,,,,,,,,,
843,3,use of clothes washer,count,2,42,,,,,,,,,,
843,3,use of clothes dryer,count,2,15,,,,,,,,,,
843,3,use of cooking range,count,,,,1,,,,,,,,
843,3,use of  oven,count,8,40,,,,,,,,,,
843,3,use of self-clean feature of electric oven,count,2,16,,,1,,,,,,,
843,3,Small kitchen appliance in the home,count,,,1,,,,,,,,,
843,4,TV/computer use,count,60,28,,,,,,,,,,
843,5,air travel - large plane,miles,3994,51,,,,,,,,,,
843,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
843,5,car trips- self only,miles,260,56,,,,,1,,,,,
843,5,car trips - driver and self,miles,27,36,,,,,1,,,,,
843,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
843,5,trips using public ground transportation,bags,14,53,,,,,,,,,,
843,6,bags of garbage disposed,bags,23,49,,,,,,,,,,
843,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
843,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
843,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
843,6,large items disposed,items,1,13,,,,,,,,,,
844,1,Household heating => 70F,count,6,66,,,1,1,1,1,1,,,
844,1,Household heating < 70F,count,4,74,,,,,,1,,,,
844,1,Use of heat pump,count,,47,,,,,,,,,,
844,1,Use of air conditioner,count,32,52,,,,,,,,,,
844,2,shower - short,count,7,83,,,1,,,,,,,
844,2,shower - long (> 3 min),count,14,91,1,,,,,,,,,
844,2,bath,count,,18,,,,,,,,,,
844,2,wash-up,count,46,29,,,1,,,,,,,
844,3,use of dishwasher,count,,22,,,,,,,,,,
844,3,use of clothes washer,count,3,38,,,,,,,,,,
844,3,use of clothes dryer,count,4,15,,,,,,,,,1,
844,3,use of cooking range,count,,,,1,,,,,,,1,
844,3,use of  oven,count,10,39,,,,,,,,,1,
844,3,use of self-clean feature of electric oven,count,4,18,,,,,,,,,,
844,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
844,4,TV/computer use,count,60,25,,,,,,,1,,,
844,5,air travel - large plane,miles,3912,50,,,,,,,,,,
844,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
844,5,car trips- self only,miles,374,59,,,,,1,,,,,
844,5,car trips - driver and self,miles,38,32,,,,,1,,,,,
844,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
844,5,trips using public ground transportation,bags,15,61,,,,,,,,,,
844,6,bags of garbage disposed,bags,19,41,,,,,,,,,,
844,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
844,6,bags of compost deposited (negative CF),bags,7,15,,,,,,,,,,
844,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
844,6,large items disposed,items,,14,,,,,,,,,,
845,1,Household heating => 70F,hours,8,93,,,,,,1,,,,
845,1,Household heating < 70F,hours,7,93,,,,,,1,,,,
845,1,Use of heat pump,hours,,54,,,,,,,,,,
845,1,Use of air conditioner,hours,28,48,,,,,,,,,,
845,2,shower - short,count,2,84,,,,,,,,,,
845,2,shower - long (> 3 min),count,34,73,,,,,,,,,,
845,2,bath,count,,12,,,,,,,,,,
845,2,wash-up,count,44,38,,,,,,,,,,
845,3,use of dishwasher,count,,21,,,,,,,,,,
845,3,use of clothes washer,count,6,34,,,,,,,,,,
845,3,use of clothes dryer,count,4,19,,,1,,,,,,,
845,3,use of cooking range,count,,,,,,,,,,,,
845,3,use of  oven,count,9,33,,1,,,,,,,,
845,3,use of self-clean feature of electric oven,count,3,16,,,,,,,,,,
845,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
845,4,TV/computer use,count,64,30,,,,,,,,,,
845,5,air travel - large plane,miles,3658,45,,,,,,,,,,1
845,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
845,5,car trips- self only,miles,316,49,,,,,1,,,,,
845,5,car trips - driver and self,miles,20,31,,,,,1,,,,,
845,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
845,5,trips using public ground transportation,bags,13,44,,,,,,,,,,
845,6,bags of garbage disposed,bags,27,44,,,,,,,,,,
845,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
845,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
845,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
845,6,large items disposed,items,2,20,,,,,,,,,,
846,1,Household heating => 70F,count,5,90,,,1,,,1,,,,
846,1,Household heating < 70F,count,10,81,,,,,,1,,,,
846,1,Use of heat pump,count,,52,,,,,,,,,,
846,1,Use of air conditioner,count,13,46,,,,,,,,,,
846,2,shower - short,count,3,83,1,,,1,,,,,,
846,2,shower - long (> 3 min),count,19,82,,,,1,,,,,,
846,2,bath,count,,9,,,,,,,,,,
846,2,wash-up,count,42,29,,,,,,,,,,
846,3,use of dishwasher,count,,21,,,,,,,,,,
846,3,use of clothes washer,count,3,40,,,,,,,,,,
846,3,use of clothes dryer,count,1,19,,,,,,,,,1,
846,3,use of cooking range,count,,,,,,,,,,,1,
846,3,use of  oven,count,12,38,,,,,,,,,1,
846,3,use of self-clean feature of electric oven,count,1,17,,,,,,,,,,
846,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
846,4,TV/computer use,count,61,25,,,1,,,,,,,
846,5,air travel - large plane,miles,2609,43,,,,,,,,,,
846,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
846,5,car trips- self only,miles,382,49,,,,,1,,,,,
846,5,car trips - driver and self,miles,40,35,,,,,1,,,,,
846,5,car trips - 2+ people with multiple end points,miles,21,,,,,,1,,,,,
846,5,trips using public ground transportation,bags,16,57,,,,,,,,,,
846,6,bags of garbage disposed,bags,22,47,,,,,,,,,,
846,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
846,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
846,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
846,6,large items disposed,items,,16,,,,,,,,,,
847,1,Household heating => 70F,hours,4,81,,1,,,,1,,,,
847,1,Household heating < 70F,hours,6,60,,,,,,1,,,,
847,1,Use of heat pump,hours,,47,,,,,,,,,,
847,1,Use of air conditioner,hours,24,46,,,,,,,,,,
847,2,shower - short,count,4,98,,,,,,,,,,
847,2,shower - long (> 3 min),count,13,89,,,,,,,,,,
847,2,bath,count,,10,,,,,,,,,,
847,2,wash-up,count,40,38,,,,,,,,,,
847,3,use of dishwasher,count,,21,,,,,,,,,,
847,3,use of clothes washer,count,8,39,,,,,,,,,,
847,3,use of clothes dryer,count,4,19,,,,,,,,,,
847,3,use of cooking range,count,,,,,,,,,,,,
847,3,use of  oven,count,8,35,,,,,,,1,,,
847,3,use of self-clean feature of electric oven,count,3,14,1,,,,,,,,,
847,3,Small kitchen appliance in the home,count,,,,,,,,,,1,,
847,4,TV/computer use,count,58,27,,,,,,,,,,
847,5,air travel - large plane,miles,2148,42,,,,,,,,,,1
847,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
847,5,car trips- self only,miles,287,52,,,,,1,,,,,
847,5,car trips - driver and self,miles,38,36,,,,,1,,,,,
847,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
847,5,trips using public ground transportation,bags,14,62,,,,,,,,,,
847,6,bags of garbage disposed,bags,25,49,,,,,,,,,,
847,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
847,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
847,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
847,6,large items disposed,items,2,18,,,,,,,,,,
848,1,Household heating => 70F,count,10,75,,,,,,1,,,,
848,1,Household heating < 70F,count,8,73,,,,,,1,,,,
848,1,Use of heat pump,count,,53,,,,,,,,,,
848,1,Use of air conditioner,count,22,58,,,,,,,,,,
848,2,shower - short,count,3,92,,,1,,,,,,,
848,2,shower - long (> 3 min),count,17,86,,,,,,,,,,
848,2,bath,count,,17,,,,,,,,,,
848,2,wash-up,count,53,31,,1,,,,,,,,
848,3,use of dishwasher,count,,22,,,,,,,,,,
848,3,use of clothes washer,count,7,36,,,,,,,,,,
848,3,use of clothes dryer,count,2,19,,,,,,,,1,1,
848,3,use of cooking range,count,,,,,,,,,,,1,
848,3,use of  oven,count,10,39,,,,,,,1,,1,
848,3,use of self-clean feature of electric oven,count,2,11,,,,,,,,,,
848,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
848,4,TV/computer use,count,59,22,,,,,,,,,,
848,5,air travel - large plane,miles,3224,45,,,,,,,,,,1
848,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
848,5,car trips- self only,miles,451,52,,,,,1,,,,,
848,5,car trips - driver and self,miles,23,21,,,,,1,,,,,
848,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
848,5,trips using public ground transportation,bags,16,44,,,,,,,,,,
848,6,bags of garbage disposed,bags,22,49,,,,,,,,,,
848,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
848,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
848,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
848,6,large items disposed,items,,12,,,,,,,,,,
849,1,Household heating => 70F,hours,7,68,,1,,,,1,,,,
849,1,Household heating < 70F,hours,10,73,,,,1,,1,,,,
849,1,Use of heat pump,hours,,53,,,,,,,,,,
849,1,Use of air conditioner,hours,32,44,,,1,,,,,,,
849,2,shower - short,count,5,91,,,,,,,,,,
849,2,shower - long (> 3 min),count,35,87,,,,,,,,,,
849,2,bath,count,,9,,,,,,,,,,
849,2,wash-up,count,42,30,,,,,,,,,,
849,3,use of dishwasher,count,,25,,,,,,,,,,
849,3,use of clothes washer,count,6,29,,,,,,,1,,,
849,3,use of clothes dryer,count,1,13,,,,,,,,,,
849,3,use of cooking range,count,,,,,,,,,,,,
849,3,use of  oven,count,8,39,,,,1,,,,,,
849,3,use of self-clean feature of electric oven,count,1,11,,,,,,,,,,
849,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
849,4,TV/computer use,count,63,21,,,,,,,,,,
849,5,air travel - large plane,miles,2065,45,,,,,,,,,,
849,5,air travel - small  plane (<50 seats),miles,,,,,,,1,,,,,
849,5,car trips- self only,miles,440,61,,,,,1,,,,,
849,5,car trips - driver and self,miles,29,19,,,,,1,,,,,
849,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
849,5,trips using public ground transportation,bags,12,55,,,,,,,,,,
849,6,bags of garbage disposed,bags,24,48,,,,,,,,,,
849,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
849,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
849,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
849,6,large items disposed,items,1,18,,,,,,,,,,
850,1,Household heating => 70F,count,3,76,,,,,,1,,,,
850,1,Household heating < 70F,count,6,72,1,,,,,1,,,,
850,1,Use of heat pump,count,,40,,,,,,,,,,
850,1,Use of air conditioner,count,12,38,,1,,,,,,,,
850,2,shower - short,count,7,91,,,,,,,,,,
850,2,shower - long (> 3 min),count,29,78,,1,,,,,,,,
850,2,bath,count,,18,,1,,,,,,,,
850,2,wash-up,count,48,40,,,,,,,,,,
850,3,use of dishwasher,count,,20,,,,,,,,,,
850,3,use of clothes washer,count,2,33,,,,,,,,,,
850,3,use of clothes dryer,count,3,17,,,,,,,,,1,
850,3,use of cooking range,count,,,,,,,,,,1,1,
850,3,use of  oven,count,8,35,,,,,,,,,1,
850,3,use of self-clean feature of electric oven,count,3,12,,,,,,,,,,
850,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
850,4,TV/computer use,count,62,29,,,,,,,,,,
850,5,air travel - large plane,miles,3645,43,,,,,,,,,,
850,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
850,5,car trips- self only,miles,342,47,,,,,1,,,,,
850,5,car trips - driver and self,miles,21,23,,,,,1,,,,,
850,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
850,5,trips using public ground transportation,bags,13,62,,,,,,,,,,
850,6,bags of garbage disposed,bags,20,41,,,,,,,,,,
850,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
850,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
850,6,hazardous or electric items disposed,bags,1,,,,,,,,,,,
850,6,large items disposed,items,,19,,,,,,,,,,
851,1,Household heating => 70F,hours,6,86,,,,,,1,,,,
851,1,Household heating < 70F,hours,8,84,,1,,,,1,,,,
851,1,Use of heat pump,hours,,41,,,,,,,,,,
851,1,Use of air conditioner,hours,24,43,,1,,,,,,,,
851,2,shower - short,count,2,86,1,,,,,,,,,
851,2,shower - long (> 3 min),count,32,86,,,,,,,,,,
851,2,bath,count,,15,,,,,,,,,,
851,2,wash-up,count,42,44,,,,,,,,,,
851,3,use of dishwasher,count,,19,,,,,,,,,,
851,3,use of clothes washer,count,4,42,,,,,,,,,,
851,3,use of clothes dryer,count,3,16,,,,,,,,,,
851,3,use of cooking range,count,,,1,,,,,,,,,
851,3,use of  oven,count,11,33,,,,,,,,,,
851,3,use of self-clean feature of electric oven,count,3,14,,,,,,,,,,
851,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
851,4,TV/computer use,count,58,25,,,,,,,,,,
851,5,air travel - large plane,miles,2578,41,,,,,,,,,,
851,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
851,5,car trips- self only,miles,454,46,,,,,1,,,,,
851,5,car trips - driver and self,miles,10,21,,,,,1,,,,,
851,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
851,5,trips using public ground transportation,bags,13,60,,,,,,,,,,
851,6,bags of garbage disposed,bags,24,50,,,,,,,,,,
851,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
851,6,bags of compost deposited (negative CF),bags,4,9,,,,,,,,,,
851,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
851,6,large items disposed,items,2,18,,,,,,,,,,
852,1,Household heating => 70F,count,3,92,,,,,,1,,,,
852,1,Household heating < 70F,count,10,83,,1,,1,,1,,,,
852,1,Use of heat pump,count,,55,,,,,,,,,,
852,1,Use of air conditioner,count,26,41,1,,,,,,,,,
852,2,shower - short,count,5,92,,,,,,,,,,
852,2,shower - long (> 3 min),count,19,86,,,,1,,,,,,
852,2,bath,count,,21,,,,,,,,,,
852,2,wash-up,count,46,26,,,,,,,,,,
852,3,use of dishwasher,count,,21,,,,,,,,,,
852,3,use of clothes washer,count,4,35,,,,,,,,,,
852,3,use of clothes dryer,count,1,12,,,,,1,,,,1,
852,3,use of cooking range,count,,,,,,,,,,,1,
852,3,use of  oven,count,12,33,,,,,,,,,1,
852,3,use of self-clean feature of electric oven,count,4,18,,,,,,,,,,
852,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
852,4,TV/computer use,count,60,23,,,,,,,,,,
852,5,air travel - large plane,miles,3648,46,,,,,,,,,,1
852,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
852,5,car trips- self only,miles,270,56,,,,,1,,,,,
852,5,car trips - driver and self,miles,24,22,,,,,1,,,,,
852,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
852,5,trips using public ground transportation,bags,16,59,,,,,,,,,,
852,6,bags of garbage disposed,bags,28,42,,,,,,,,,,
852,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
852,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
852,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
852,6,large items disposed,items,2,15,,,,,,,,,,
853,1,Household heating => 70F,hours,9,80,,1,1,,,1,,,,
853,1,Household heating < 70F,hours,2,81,,,,,,1,,,,
853,1,Use of heat pump,hours,,55,,,,,,,,,,
853,1,Use of air conditioner,hours,28,44,,,,,,,,,,
853,2,shower - short,count,6,96,,,,,,,,,,
853,2,shower - long (> 3 min),count,30,84,,,,,,,,,,
853,2,bath,count,,9,,,,,,,,,,
853,2,wash-up,count,37,31,,1,,,,,,,,
853,3,use of dishwasher,count,,20,,,1,,,,,,,
853,3,use of clothes washer,count,3,40,,,,,,,,,,
853,3,use of clothes dryer,count,1,17,,,,,,,,,,
853,3,use of cooking range,count,,,,,,,,,,,,
853,3,use of  oven,count,10,35,,,,,,,,,,
853,3,use of self-clean feature of electric oven,count,4,19,1,,,,,,1,,,
853,3,Small kitchen appliance in the home,count,61,,,,,,,,,,,
853,4,TV/computer use,count,60,24,,,,,,,,,,
853,5,air travel - large plane,miles,3476,47,,,,,,,,,,
853,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
853,5,car trips- self only,miles,429,62,,,,,1,,,,,
853,5,car trips - driver and self,miles,25,24,,,,,1,,,,,
853,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
853,5,trips using public ground transportation,bags,18,44,,,,,,,,,,
853,6,bags of garbage disposed,bags,25,42,,,,,,,,,,
853,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
853,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
853,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
853,6,large items disposed,items,1,15,,,,,,,,,,
854,1,Household heating => 70F,count,7,69,,,,,,1,,,,
854,1,Household heating < 70F,count,9,70,,,,1,,1,,,,
854,1,Use of heat pump,count,,51,,,,,,,,,,
854,1,Use of air conditioner,count,13,41,,,,,,,,,,
854,2,shower - short,count,4,83,,,,,,,,,,
854,2,shower - long (> 3 min),count,34,79,,,,,,,,,,
854,2,bath,count,,17,,,,,,,,,,
854,2,wash-up,count,38,43,,,,,,,,,,
854,3,use of dishwasher,count,,21,1,,,,,,,,,
854,3,use of clothes washer,count,5,27,,,,,,,,,,
854,3,use of clothes dryer,count,3,13,1,,,,,,,,1,
854,3,use of cooking range,count,,,,,,,,,,,1,
854,3,use of  oven,count,9,33,,,,,,,,,1,
854,3,use of self-clean feature of electric oven,count,1,16,,,,,,,,,,
854,3,Small kitchen appliance in the home,count,57,,,,,,,,,,,
854,4,TV/computer use,count,62,29,,,,,,,,,,
854,5,air travel - large plane,miles,3243,42,,,,,,,,,,1
854,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
854,5,car trips- self only,miles,299,48,,,,,1,,,,,
854,5,car trips - driver and self,miles,10,40,,,,,1,,,,,
854,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
854,5,trips using public ground transportation,bags,19,56,,,,,,,,,,
854,6,bags of garbage disposed,bags,20,50,,,,,,,,,,
854,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
854,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
854,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
854,6,large items disposed,items,1,17,,,,,,,,,,
855,1,Household heating => 70F,hours,7,86,,1,,,,1,,,,
855,1,Household heating < 70F,hours,7,89,,,,,,1,,,,
855,1,Use of heat pump,hours,,52,,,,,,,,,,
855,1,Use of air conditioner,hours,21,38,1,,,,,,,,,
855,2,shower - short,count,7,89,,,,,,,,,,
855,2,shower - long (> 3 min),count,13,84,,,,,,,,,,
855,2,bath,count,,19,,,,,,,,,,
855,2,wash-up,count,38,30,,,,,,,1,,,
855,3,use of dishwasher,count,,20,,,,,,,,,,
855,3,use of clothes washer,count,3,31,,,,,,,,,,
855,3,use of clothes dryer,count,1,12,,,,,,,,,,
855,3,use of cooking range,count,,,,,,,,,,,,
855,3,use of  oven,count,10,38,,,,,,,,,,
855,3,use of self-clean feature of electric oven,count,1,12,,,,,,,,,,
855,3,Small kitchen appliance in the home,count,,,1,,,,,,,,,
855,4,TV/computer use,count,63,30,,,,,,,,,,
855,5,air travel - large plane,miles,2888,41,,,,,,,,,,
855,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
855,5,car trips- self only,miles,372,62,,,,,1,,,,,
855,5,car trips - driver and self,miles,17,36,,,,,1,,,,,
855,5,car trips - 2+ people with multiple end points,miles,18,,,,,,1,,,,,
855,5,trips using public ground transportation,bags,13,62,,,,,,,,,,
855,6,bags of garbage disposed,bags,17,46,,,,,,,,,,
855,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
855,6,bags of compost deposited (negative CF),bags,7,15,,,,,,,,,,
855,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
855,6,large items disposed,items,2,17,,,,,,,,,,
856,1,Household heating => 70F,count,5,64,,,,,,1,,,,
856,1,Household heating < 70F,count,4,82,,1,,,,1,,,,
856,1,Use of heat pump,count,,42,,,,,,,,,,
856,1,Use of air conditioner,count,17,52,1,,,1,,,,,,
856,2,shower - short,count,6,95,,,,,,,,,,
856,2,shower - long (> 3 min),count,26,79,,,,,,,,,,
856,2,bath,count,,21,,,,,,,,,,
856,2,wash-up,count,36,35,,1,,,,,,,,
856,3,use of dishwasher,count,,23,,,,,,,,,,
856,3,use of clothes washer,count,8,36,,,,,,,,,,
856,3,use of clothes dryer,count,1,13,,,,1,,,,,1,
856,3,use of cooking range,count,,,,,,,,,,,1,
856,3,use of  oven,count,9,31,,,,,,,,,1,
856,3,use of self-clean feature of electric oven,count,3,20,1,,,,,,,,,
856,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
856,4,TV/computer use,count,63,23,,,,,,,,,,
856,5,air travel - large plane,miles,2574,43,,,,,,,,,,
856,5,air travel - small  plane (<50 seats),miles,700,35,,,,,,,,,,1
856,5,car trips- self only,miles,278,47,,,,,1,,,,,
856,5,car trips - driver and self,miles,31,30,,,,,1,,,,,
856,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
856,5,trips using public ground transportation,bags,12,58,,,,,,,,,,
856,6,bags of garbage disposed,bags,17,42,,,,,,,,,,
856,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
856,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
856,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
856,6,large items disposed,items,,18,,,,,,,,,,
857,1,Household heating => 70F,hours,8,88,,,,,,1,,,,
857,1,Household heating < 70F,hours,2,75,,,,,,1,,,,
857,1,Use of heat pump,hours,,42,,,,,,,,,,
857,1,Use of air conditioner,hours,13,46,,,,,,,,,,
857,2,shower - short,count,4,98,,,,,,,,,,
857,2,shower - long (> 3 min),count,31,79,,,,,,,,,,
857,2,bath,count,,16,,,,,,,,,,
857,2,wash-up,count,35,28,,1,,,,,,,,
857,3,use of dishwasher,count,,24,,,,,,,,,,
857,3,use of clothes washer,count,7,48,,,,,,,,,,
857,3,use of clothes dryer,count,4,12,,,,,,,,,,
857,3,use of cooking range,count,,,,1,,,,,,,,
857,3,use of  oven,count,9,33,,,,,1,,,,,
857,3,use of self-clean feature of electric oven,count,2,20,,,,,,,,,,
857,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
857,4,TV/computer use,count,59,26,,,,,,,,,,
857,5,air travel - large plane,miles,3462,46,,,,,,,,,,
857,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
857,5,car trips- self only,miles,350,47,,,,,1,,,,,
857,5,car trips - driver and self,miles,28,25,,,,,1,,,,,
857,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
857,5,trips using public ground transportation,bags,14,53,,,,,,,,,,
857,6,bags of garbage disposed,bags,23,45,,,,,,,,,,
857,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
857,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
857,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
857,6,large items disposed,items,1,17,,,,,,,,,,
858,1,Household heating => 70F,count,2,88,,,1,,,1,,,,
858,1,Household heating < 70F,count,2,74,,,,,,1,,,,
858,1,Use of heat pump,count,,53,,,,1,,,,,,
858,1,Use of air conditioner,count,20,57,1,,,1,,,,,,
858,2,shower - short,count,8,82,,1,,,,,,,,
858,2,shower - long (> 3 min),count,29,75,,1,,,,,,,,
858,2,bath,count,,20,,,,,,,,,,
858,2,wash-up,count,52,42,1,,,,,,,,,
858,3,use of dishwasher,count,,25,,,,,,,,,,
858,3,use of clothes washer,count,2,48,,,,,,,,,,
858,3,use of clothes dryer,count,3,11,,,,,,,,,1,
858,3,use of cooking range,count,,,,,,,,,,,1,
858,3,use of  oven,count,10,41,,,,,,,,,1,
858,3,use of self-clean feature of electric oven,count,2,19,,,,,,,,,,
858,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
858,4,TV/computer use,count,61,29,,,,,,,,,,
858,5,air travel - large plane,miles,3799,50,,,,,,,,,,
858,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
858,5,car trips- self only,miles,336,44,,,,,1,,,,,
858,5,car trips - driver and self,miles,12,34,,,,,1,,,,,
858,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
858,5,trips using public ground transportation,bags,14,57,,,,,,,,,,
858,6,bags of garbage disposed,bags,24,51,,,,,,,,,,
858,6,bags of recycling deposited (negative CF),bags,5,10,,,,,,,,,,
858,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
858,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
858,6,large items disposed,items,,20,,,,,,,,,,
859,1,Household heating => 70F,hours,3,88,,1,,,,1,,,,
859,1,Household heating < 70F,hours,4,68,,,,,,1,,,,
859,1,Use of heat pump,hours,,43,,,,,,,,,,
859,1,Use of air conditioner,hours,15,51,1,,,,,,,,,
859,2,shower - short,count,4,91,,,,,,,,,,
859,2,shower - long (> 3 min),count,10,72,,,,,,,,,,
859,2,bath,count,,18,,,,,,,,,,
859,2,wash-up,count,39,38,,,,,,,,,,
859,3,use of dishwasher,count,,19,,,,,,,,,,
859,3,use of clothes washer,count,3,45,,,,,,,,,,
859,3,use of clothes dryer,count,3,17,,,,,,,,,,
859,3,use of cooking range,count,,,,,,,,,,,,
859,3,use of  oven,count,10,33,,,,,,,,,,
859,3,use of self-clean feature of electric oven,count,1,18,,,,,,,,,,
859,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
859,4,TV/computer use,count,60,21,,,,,,,,,,
859,5,air travel - large plane,miles,2250,48,,,,,,,,,,
859,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
859,5,car trips- self only,miles,291,58,,,,,1,,,,,
859,5,car trips - driver and self,miles,21,23,,,,,1,,,,,
